UG,SIGLA,CGCFEX,RM,COMANDO,CIDADE,UF,PROGRAMA,AÇÃO,"NOME ACAO",UGR,"NOME UGR",PTRES,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI","NOME PI",ND,"NOME ND",NDSI,"NOME NDSI",NE,ANO,DATA,CHAVE,FAV,"NOME CREDOR","UF FAV",TIPO,DIAS,"UF UG",FONTE,"MOD LIC","TIPO NE",RP,"NOME RP","TIPO CREDITO","NOME TIPO CREDITO",PO,"AUTOR EMENDA","NOME AUTOR EMENDA",LOCAL,"NOME UO",UO,"A LIQUIDAR","LIQUIDADO A PAGAR","TOTAL A PAGAR",PAGO
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE001969,2024,18/11/24,160129000012024NE001969,16479997743,"GABRIEL AYROSA DO ROSARIO",MS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.109,79"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE001970,2024,18/11/24,160129000012024NE001970,18353683792,"GABRIEL RODRIGUES DE OLIVEIRA",MS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.093,47"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE001971,2024,18/11/24,160129000012024NE001971,11997378442,"GABRYEL ALESSANDRO DE MEDEIROS SENHORINHO",RN,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.093,47"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE001972,2024,18/11/24,160129000012024NE001972,10529530937,"GIAN BYHAIN ELIAS",MS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.052,16"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002021,2024,18/11/24,160129000012024NE002021,19952558740,"PAULO JOSE SANTOS WERMELINGER DE CARVALHO",RS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","18.519,45"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002022,2024,18/11/24,160129000012024NE002022,17624647729,"PEDRO DO AMARAL BERNARDES",SP,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","2.444,67"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002024,2024,18/11/24,160129000012024NE002024,15102847708,"RODRIGO ALMEIDA SILVA",MS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.718,04"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002026,2024,18/11/24,160129000012024NE002026,20593661788,"RYAN DE ALMEIDA FERNANDES",MS,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","9.787,35"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002031,2024,18/11/24,160129000012024NE002031,17065601765,"SILAS SOARES DA CRUZ MAGALHAES",RJ,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","7.109,79"
160129,ESA,"4º CGCFEx","4ª RM",CML,"Três Corações",MG,6112,212O,"MOVIMENTACAO DE MILITARES",160505,DGP,232007,D6PEINDMV1T,D6PE,IND,MV1T,"IND - INDENIZACOES",339093,"INDENIZACOES E RESTITUICOES",33909319,"INDENIZACAO DE TRANSPORTE - PESSOAL MILITAR",2024NE002033,2024,18/11/24,160129000012024NE002033,13811186744,"THALES DE OLIVEIRA DUARTE",MG,ANO,22,MG,1000000000,"NAO SE APLICA",ORDINARIO,1,"PRIMARIO OBRIGATORIO",A,"INICIAL (LOA)",0000,000000000000,"SEM EMENDA",0,"COMANDO DO EXERCITO",52121,"0,00","0,00","0,00","5.118,12"
